,Patient ID,MAE,MAPE,RMSE,SSI
37,0975_a,0.000591098505537957,0.02547573857009411,0.0006199077456433813,0.999748945236206
38,0671_a,0.16470403969287872,6.546551704406738,0.1898436797499036,0.2786606550216675
39,0065_a,0.00299524562433362,0.08754325658082962,0.003009047554148252,0.996930718421936
40,0314_b,0.0014208443462848663,0.04752027988433838,0.0014423702163532082,0.9990736246109009
41,0850_a,0.005414362996816635,0.2146320343017578,0.00541851327716015,0.9851028919219971
42,0684_a,0.0015481779118999839,0.07700243592262268,0.0015663092506748792,0.9980822205543518
43,0102_a,0.004603920504450798,0.4476454257965088,0.004604687041579684,0.9708431959152222
44,0672_a,0.0009684264659881592,0.05400073528289795,0.0010230876543288001,0.9989562034606934
45,0207_b,0.005815859884023666,0.634335994720459,0.005816797004945409,0.952294647693634
46,0729_a,0.0019382378086447716,0.09752263128757477,0.0019638072777458113,0.9965229034423828
47,1064_a,0.0024488060735166073,0.09586460143327713,0.0024592995585542648,0.9961838126182556
48,0432_a,0.009629650041460991,0.2165004014968872,0.009632521894379386,0.9741635918617249
49,1111_a,0.004229821264743805,0.1595238298177719,0.004234195398268724,0.9912458658218384
50,0096_a,0.011571301147341728,0.26280200481414795,0.01157949454227924,0.9606565237045288
51,0273_a,0.00432920828461647,0.09960894286632538,0.004367228637567243,0.9958853721618652
52,0587_a,0.0022071541752666235,0.06647895276546478,0.00222414751706486,0.9981828927993774
53,0517_c,0.005202136468142271,0.5425981879234314,0.005202667771810176,0.9619461894035339
54,0468_a,0.009994804859161377,0.5090885162353516,0.009999362843301822,0.9397276639938354
55,0395_a,0.0018477230332791805,0.11022540926933289,0.00184772436070016,0.9962213039398193
56,0676_b,0.003990253899246454,0.3637567162513733,0.003992034211961263,0.978596031665802
57,0461_a,0.001405957038514316,0.06253672391176224,0.0014218548474899451,0.9986376762390137
58,0368_a,0.008500639349222183,1.3438719511032104,0.008501234089008878,0.8905750513076782
59,0638_a,0.0036679930053651333,0.3105551600456238,0.00367605427759758,0.9827299118041992
60,0029_a,0.0031682890839874744,0.2697104215621948,0.0031682916698261335,0.9868000745773315
61,0248_a,0.001143235363997519,0.03409774228930473,0.001198769564085762,0.9994670152664185
62,1135_a,0.004873708821833134,0.43202415108680725,0.0048852091361353085,0.9699180722236633
63,0307_a,0.0003564779763109982,0.012208068743348122,0.0004053403689878144,0.9999265670776367
64,0739_a,0.003992585465312004,0.20021973550319672,0.003999593202759618,0.9883130788803101
65,0290_a,0.0033565133344382048,0.14114810526371002,0.003976493016829901,0.9915415048599243
66,0707_a,0.0010857159504666924,0.05069369077682495,0.0011182076384375135,0.9990039467811584
67,0423_a,0.0013561320956796408,0.03310612589120865,0.001421237207659301,0.9994480609893799
68,1137_a,0.01026577316224575,0.24974000453948975,0.010267920794219369,0.9653834700584412
69,0080_a,0.0027764521073549986,0.0843656063079834,0.003122429039271823,0.9966071248054504
70,0055_a,0.0048011187463998795,0.1764942854642868,0.004806985529664424,0.9858555197715759
71,0782_a,0.002547996584326029,0.0791759043931961,0.0025547003664139665,0.9971950650215149
72,1121_a,0.003868905594572425,0.3317354917526245,0.003877781669771137,0.9807387590408325
73,0944_a,0.0008278345922008157,0.022092532366514206,0.0008805402706057925,0.9997574090957642
74,0319_a,0.22983205318450928,9.072807312011719,0.2628767670242338,0.20308071374893188
75,0957_a,0.046822499483823776,1.6514701843261719,0.0701247629573457,0.7361792922019958
76,0008_a,0.006547451484948397,0.6419562101364136,0.0065559054702027456,0.9453703165054321
77,0135_c,0.02989608235657215,1.017469882965088,0.046082038118847445,0.8269254565238953
78,0033_b,0.001309434650465846,0.08145254850387573,0.001313473118194554,0.9980104565620422
79,0520_a,0.1521553099155426,8.466972351074219,0.17840657607580132,0.260031521320343
80,0085_a,0.00043537880992516875,0.028153929859399796,0.0004479243964503198,0.9997673034667969
81,0045_a,0.0012838280526921153,0.09502758085727692,0.0012873041093499635,0.9979391098022461
82,0221_a,0.006363917142152786,0.23280225694179535,0.0063701098402341476,0.9821394681930542
83,0596_b,0.002635389566421509,0.13432861864566803,0.0026571703470529657,0.9933764934539795
84,0261_b,0.004637859761714935,0.18653154373168945,0.004643967391526069,0.9885006546974182
85,0224_a,0.0017826001858338714,0.0782618522644043,0.0017956354691439308,0.9978787899017334
86,0421_a,0.026137398555874825,0.9101389646530151,0.03581923787648475,0.8453552722930908
87,0453_a,0.007138283923268318,0.20785608887672424,0.007145050432710856,0.9845212697982788
88,0986_a,0.001295453985221684,0.04733411222696304,0.001320726212536263,0.9991274476051331
89,0534_a,0.008296651765704155,1.2336503267288208,0.008297402819859901,0.8973639011383057
90,0454_a,0.005384346004575491,0.2500346601009369,0.005391583050891429,0.981583297252655
91,0513_a,0.0003819913254119456,0.024031801149249077,0.0004578866209877031,0.9997721910476685
92,0592_a,0.004843049682676792,0.19597110152244568,0.004877980456491365,0.9872702360153198
93,0129_a,0.1317169964313507,8.269990921020508,0.14440329145485367,0.23955599963665009
94,0033_a,0.002812444930896163,0.19762051105499268,0.0028323179929158337,0.9909896850585938
95,1037_a,0.002583090215921402,0.06937222182750702,0.0026232919658598815,0.997972309589386
96,0216_a,0.014694285579025745,66177179058176.0,0.014694656531775745,0.6496030688285828
97,0702_b,0.004747772589325905,0.47715306282043457,0.004749147573636573,0.9684784412384033
98,0370_a,0.0012965919449925423,0.04582278057932854,0.0013134153851612233,0.9991687536239624
99,0664_a,0.001275238231755793,0.07950261235237122,0.0012775760060522235,0.9981285333633423
100,0610_c,0.007199946790933609,0.3596186339855194,0.007202945226705536,0.9663203358650208
101,0238_a,0.003045781282708049,0.20154988765716553,0.003061568167749837,0.9902549982070923
102,1000_a,0.003810937749221921,0.11936195194721222,0.003818586155364053,0.9945637583732605
103,0237_a,0.20807117223739624,7.4320149421691895,0.24723393597262808,0.2790064215660095
104,1010_a,0.08018749952316284,2.090974807739258,0.12634659176276483,0.6880521774291992
105,0678_a,0.004846688359975815,0.23282533884048462,0.004857107765597857,0.9782953858375549
106,0338_a,0.004558121785521507,0.17953133583068848,0.004562345436069788,0.9892417192459106
107,0383_b,0.002166970167309046,0.066807322204113,0.0021744994706494815,0.9980127215385437
108,0978_a,0.0003300854004919529,0.011155331507325172,0.00038776332031434564,0.9999397993087769
109,0660_b,0.00349561613984406,0.13441550731658936,0.003500152994420128,0.9936929941177368
110,0134_b,0.0016915033338591456,0.07473084330558777,0.0017071919695554026,0.9980597496032715
111,0469_a,0.007777961436659098,0.20708486437797546,0.007793492799123187,0.9777045249938965
112,0269_a,0.04628213495016098,0.7562747597694397,0.04628212832571098,0.5095628499984741
113,0788_a,0.00538254901766777,0.25111526250839233,0.005389334647418741,0.9815196394920349
114,1068_a,0.004052395466715097,0.12646079063415527,0.004056931214541015,0.9925599694252014
115,0686_d,0.018982157111167908,1.7344963550567627,0.018983696736083445,0.7454724311828613
116,0329_a,0.002168395323678851,0.16619914770126343,0.002174833944150762,0.9941476583480835
117,0552_a,0.022403230890631676,2.2089521884918213,0.022403963536784116,0.6788067817687988
118,0462_a,0.00956961140036583,0.47418010234832764,0.009575575541854913,0.9455690383911133
119,0420_a,0.014856094494462013,66905901629440.0,0.014856351112147817,0.6444646120071411
120,0798_a,0.003377000568434596,0.24991050362586975,0.0033931574035756334,0.9868282675743103
121,0295_a,0.002546759555116296,0.08484543859958649,0.002553263735722262,0.9972670078277588
122,0134_c,0.17176352441310883,10.859716415405273,0.19040929244938484,0.1897590458393097
123,1133_a,0.013539964333176613,0.21260285377502441,0.013550720205393562,0.9735364317893982
124,0326_b,0.0009000684367492795,0.02764115482568741,0.0009419207786327776,0.9996645450592041
125,1098_a,0.0007184393471106887,0.018708810210227966,0.0007622980237759119,0.9998317956924438
126,1136_a,0.012841920368373394,0.7183287739753723,0.01958960814919094,0.8916996121406555
127,0769_b,0.0023383121006190777,0.08356767892837524,0.0023481295736342755,0.997018575668335
128,0172_a,0.009870043955743313,1.2652156352996826,0.010347725822427073,0.8721712827682495
129,1004_a,0.0030953073874115944,0.21602904796600342,0.0031124876260593764,0.9892717599868774
130,0472_a,0.006352183874696493,0.30388548970222473,0.006354130941134057,0.9744441509246826
131,1066_a,0.0016548770945519209,0.04525317996740341,0.001685663934897781,0.9991112947463989
132,0522_a,0.0019171605817973614,0.06949988752603531,0.0019343643833597782,0.9981464147567749
133,1026_a,0.06322591006755829,7.631214141845703,0.07139186436154901,0.3283568024635315
134,0608_b,0.002580481581389904,0.13030046224594116,0.0025925902466480194,0.9947981238365173
135,1045_a,0.0015165192307904363,0.05318102985620499,0.0015295855384098412,0.9988830089569092
136,0772_a,0.21436764299869537,11.190023422241211,0.26226288894894295,0.2030162662267685
137,0825_a,0.0009146417723968625,0.024123620241880417,0.0009588209990310317,0.9997245073318481
138,0525_b,0.00793075654655695,1.0937038660049438,0.007932610453133529,0.908074676990509
139,0655_a,0.002848224248737097,0.19922737777233124,0.002867217510365411,0.9909249544143677
140,0442_c,0.009368210099637508,0.4547080993652344,0.009373337628083206,0.9487937092781067
141,0094_a,0.0004541029629763216,0.027735166251659393,0.0005509346790540528,0.9996664524078369
142,0701_a,0.0037151139695197344,0.11608655005693436,0.003726296624637813,0.9948415756225586
143,0304_a,0.002585348440334201,0.1169787049293518,0.0025926926798061265,0.995516300201416
144,0983_a,0.00840239878743887,0.4585992395877838,0.008411238359407798,0.9509830474853516
145,0303_a,0.0001953385362867266,0.009040163829922676,0.00023207333091923295,0.9999625086784363
146,0210_b,0.00046238600043579936,0.025682855397462845,0.0005727746726392787,0.9996826648712158
147,0963_a,0.00637721735984087,0.2456946074962616,0.006381347770013734,0.9807438850402832
148,0161_a,0.0008759649936109781,0.061606332659721375,0.0008841174941770199,0.9990575909614563
149,0755_a,0.15329109132289886,7.895907402038574,0.18129361754146373,0.26850470900535583
150,0437_a,0.0029259019065648317,0.06918061524629593,0.00296623927494576,0.9979637861251831
151,0992_a,0.0008856261265464127,0.029707537963986397,0.000909236814324439,0.9996486306190491
152,0523_a,0.0006949523231014609,0.01951131597161293,0.0007509289794097328,0.9998160600662231
153,0568_b,0.0038104038685560226,0.113779716193676,0.0038158488919472927,0.9939952492713928
154,0897_a,0.0026827750261873007,0.076279416680336,0.0026908015055460218,0.997307538986206
155,0465_a,0.0035308690275996923,0.16176795959472656,0.003537884418245818,0.9917379021644592
156,0720_d,0.0038307809736579657,0.2134176790714264,0.0038377198239380747,0.9877220392227173
157,0923_a,0.0013984096003696322,0.04143716022372246,0.0014158616144082912,0.9992777109146118
158,0595_a,0.06031053513288498,3.0905051231384277,0.08342549758300624,0.5873363018035889
159,0550_a,0.18717128038406372,5.766415596008301,0.24130937366984792,0.3467852473258972
160,0267_a,0.07830546796321869,3.5796992778778076,0.09081059065437348,0.4743536412715912
161,0020_c,0.003074267413467169,0.15446415543556213,0.0030851787169207884,0.9927809834480286
162,1116_a,0.000850884651299566,0.027149517089128494,0.0008875557435799819,0.999666154384613
163,0881_a,0.0016199976671487093,0.049165718257427216,0.0016806063913715513,0.9989120960235596
164,0677_a,0.004248534329235554,0.38490861654281616,0.004252445860847915,0.9760878086090088
165,0766_a,0.006248815916478634,0.39370256662368774,0.006253866342291985,0.9656767845153809
166,0833_a,0.002552074147388339,0.05458597466349602,0.0025804388997704934,0.9985180497169495
167,0642_a,0.012057458981871605,1.7189569473266602,0.012061247534997991,0.8211129903793335
168,0593_b,0.0007431129924952984,0.026841390877962112,0.0008233876671045429,0.9996700882911682
169,0533_a,0.006436691619455814,0.73153156042099,0.006438626470929611,0.9416550397872925
170,0377_a,0.0006454404210671782,0.024253763258457184,0.0006696756885423999,0.9997578859329224
171,1150_a,0.01671154610812664,0.36891451478004456,0.01671275947883117,0.9146474599838257
172,0915_a,0.0077765341848134995,0.8892779350280762,0.007783719411236879,0.9194118976593018
173,0624_a,0.00678152684122324,0.7679981589317322,0.0067869387706405195,0.9362725019454956
174,0198_a,0.006181900389492512,0.13758203387260437,0.006191975192499802,0.9902507066726685
175,1102_a,0.00023530368343926966,0.008257618173956871,0.0002811227527221506,0.9999635219573975
176,0256_a,0.0013955743052065372,0.0691927969455719,0.0014227355377886253,0.998395562171936
177,0744_a,0.004065565299242735,0.1995774805545807,0.004079778821766988,0.9845321178436279
178,0998_a,0.0011568679474294186,0.035023368895053864,0.001205297626020913,0.999434232711792
179,0720_c,0.003426381852477789,0.1563333123922348,0.00343172106540192,0.9922623634338379
180,0409_b,0.0018145341891795397,0.055710531771183014,0.0018318127513313788,0.9987196922302246
181,0761_a,0.025358496233820915,1.7052087783813477,0.025361121899894076,0.7132079601287842
182,0036_a,0.007740757428109646,0.29198819398880005,0.007746195785776928,0.9588496685028076
183,0122_a,0.014340396970510483,0.5385154485702515,0.023739682182910633,0.9092735052108765
184,0032_a,0.13894763588905334,13.456598281860352,0.15333741694002118,0.16412566602230072
185,0239_a,0.000744459917768836,0.0323856845498085,0.0007906905504258496,0.9995775818824768
186,0499_a,0.010438362136483192,0.47654658555984497,0.010440575189324095,0.943443775177002
187,0567_a,0.006815293803811073,0.47316619753837585,0.0068197655119806395,0.9559863805770874
188,0804_a,0.0041392482817173,0.2666739225387573,0.004152378796415985,0.9830963611602783
189,0812_a,0.0090837012976408,0.3971582055091858,0.009086098003999322,0.9574927687644958
190,0548_a,0.009754300117492676,0.9709345102310181,0.009758040716620255,0.8934777975082397
191,0675_a,0.0037370731588453054,0.15968799591064453,0.0037420457008966682,0.9916377067565918
192,0162_b,0.0012115116696804762,0.07223048806190491,0.0012488237724804542,0.9984655976295471
193,1099_a,0.0034242169931530952,0.15779970586299896,0.003431720402837297,0.9921497106552124
194,0153_a,0.001570957014337182,0.047229550778865814,0.0015903540782916269,0.9990658760070801
195,0164_a,0.0031060115434229374,0.09554369747638702,0.0031189703827611734,0.9964433908462524
196,0300_a,0.004314925987273455,0.4069836437702179,0.004314932299794604,0.9746756553649902
197,0001_a,0.14877071976661682,8.26637077331543,0.16075063523334626,0.2248850166797638
198,0686_a,0.002022486412897706,0.12559285759925842,0.002050936983395737,0.9957528114318848
199,0640_a,0.00032795549486763775,0.020419955253601074,0.00041463510059472407,0.9998257160186768
200,0643_a,0.19320692121982574,7.946722030639648,0.22266724208000305,0.2519335150718689
201,0015_a,0.0022833896800875664,0.10799769312143326,0.002292807599372197,0.9962282180786133
202,0020_d,0.00019328710914123803,0.007629711646586657,0.00025567106500406253,0.9999648332595825
203,1013_a,0.1918289065361023,3.89642333984375,0.21181132203644373,0.3650563955307007
204,0653_a,0.003444095142185688,0.2155710756778717,0.0034557337318249053,0.9884703159332275
205,0692_a,0.005573684349656105,0.1441764384508133,0.005596879836214288,0.9918560981750488
206,1114_a,0.008565874770283699,1.3793654441833496,0.008566203183238662,0.8883922100067139
207,0594_c,0.009391885250806808,0.4978939890861511,0.009396564993138842,0.9429980516433716
208,0646_a,0.004823346622288227,0.48631542921066284,0.004824473511502857,0.9675883054733276
209,0119_a,0.004729805048555136,0.4506053030490875,0.004732529786072581,0.9698793888092041
210,0411_c,0.0020282750483602285,0.10101272165775299,0.0020420512189900032,0.9967724084854126
211,0596_a,0.10957541316747665,12.089319229125977,0.11992510890638652,0.19748184084892273
212,1044_a,0.012930123135447502,1.5480897426605225,0.012932291838239064,0.8187958598136902
213,0973_a,0.0038709784857928753,0.12884318828582764,0.0038763576335574096,0.9938422441482544
214,0473_a,0.14095070958137512,4.745098114013672,0.17490088091078262,0.4083057940006256
215,0342_b,0.0028412090614438057,0.12337891757488251,0.002849787107004938,0.9949007034301758
216,0999_a,0.0048558651469647884,0.19718864560127258,0.004859310452724041,0.9874143004417419
217,0610_a,0.32449883222579956,34.05167770385742,0.3665939566016824,0.06729474663734436
218,1009_a,0.0005419284570962191,0.024469222873449326,0.0005880008327487022,0.9997473955154419
219,0988_a,0.03506842628121376,5.302501678466797,0.04204132980468533,0.4885684847831726
220,1141_a,0.0022101232316344976,0.11265946179628372,0.0022357382634775927,0.9954133033752441
221,0752_a,0.05541125684976578,3.6066622734069824,0.0668409195352409,0.5166525840759277
222,0991_a,0.00200301269069314,0.11823578923940659,0.002005319606017805,0.9955841898918152
223,0904_a,0.0006452173693105578,0.021513216197490692,0.000663931533612751,0.9997957944869995
224,0324_a,0.003845177823677659,0.12451067566871643,0.0038637118931059934,0.9940922856330872
225,0716_a,0.0025694607757031918,0.10770588368177414,0.0025785793696014967,0.9959838390350342
226,1038_a,0.0042154015973210335,0.2149243801832199,0.004220363903734474,0.9867911338806152
227,0427_a,0.0019894849974662066,0.09721332788467407,0.002012418111908557,0.9965004324913025
228,0092_a,0.04607183858752251,2.991250514984131,0.06160120363439361,0.590225875377655
229,0373_a,0.0014060172252357006,0.10160336643457413,0.0014139118294810844,0.9975954294204712
230,1131_a,0.0011934454087167978,0.03777170181274414,0.0012086945375940402,0.9993742108345032
231,1138_a,0.004026253707706928,0.36987560987472534,0.004028152106486851,0.9781243205070496
232,0336_b,0.017489992082118988,0.5416171550750732,0.023534937319390208,0.9011823534965515
233,0545_b,0.00857555028051138,0.3392910063266754,0.008580580456613173,0.9662031531333923
234,0188_a,0.006466366816312075,0.2611217796802521,0.006477340230933915,0.9788579344749451
235,0573_a,0.0010128375142812729,0.027219945564866066,0.0010514237172455896,0.999653697013855
236,0211_a,0.016609318554401398,0.8742802143096924,0.01661172461134644,0.8637405633926392
237,0961_a,0.0016976571641862392,0.06392191350460052,0.001731557636259608,0.9983241558074951
238,0392_a,0.0045258658938109875,0.1579587459564209,0.00453269795020963,0.9911550283432007
239,0792_a,0.00485319085419178,0.13641120493412018,0.004890750601512644,0.9911623001098633
240,0284_a,0.004254965577274561,0.31129318475723267,0.00426750811386021,0.9799425601959229
241,0261_c,0.003407046664506197,0.1049131229519844,0.0034209963362092518,0.9957331418991089
242,1046_a,0.0025809428188949823,0.07866720855236053,0.0025918346770837644,0.9971766471862793
243,0061_b,0.0045610032975673676,0.13265138864517212,0.004573160804569267,0.9932353496551514
244,0757_a,0.01123876590281725,0.6885681748390198,0.011241760744762309,0.9112167954444885
245,0332_a,0.002252874430269003,0.08705326914787292,0.002262447350523897,0.9968549013137817
246,0335_a,0.14410240948200226,7.05404806137085,0.16790627271281816,0.2807632386684418
247,0363_a,0.014784678816795349,66584274010112.0,0.014784948722020363,0.6466966867446899
248,0009_a,0.00026133793289773166,0.017219632863998413,0.00026133793634915565,0.9999198913574219
249,1086_a,0.002684950130060315,0.21390949189662933,0.002689558049052389,0.9908804893493652
250,0601_a,0.006060507148504257,0.6400284767150879,0.006065022560658028,0.9497115612030029
251,0641_a,0.004058496095240116,0.37880027294158936,0.004059541433351843,0.977542519569397
252,0775_b,0.007070513907819986,0.20296567678451538,0.007078958907948246,0.9851605892181396
253,1024_a,0.007637225091457367,0.252579927444458,0.02111689613372728,0.9546294212341309
254,0660_a,0.005692551378160715,0.35044097900390625,0.005698717884214559,0.9716172814369202
255,0452_a,0.004687595181167126,0.15385055541992188,0.004706832898999215,0.9912863969802856
256,1067_a,0.007139397785067558,0.21024973690509796,0.007150349848550102,0.9841614961624146
257,0393_a,0.0008059086976572871,0.0507630780339241,0.0008171022814651818,0.9992302656173706
258,0387_a,0.014930466189980507,67240841969664.0,0.014930595471458313,0.6421427130699158
259,0024_c,0.003458283841609955,0.27728086709976196,0.003473024971525879,0.9851588606834412
260,0842_a,0.19288283586502075,11.90907096862793,0.21681136005571486,0.17711418867111206
261,0979_a,0.008206434547901154,0.3811841905117035,0.008208202985783881,0.9614458084106445
262,0959_a,0.0029983422718942165,0.11537612974643707,0.0030042449963110836,0.9952940940856934
263,0876_b,0.007963038980960846,1.1623167991638184,0.007963660448426758,0.9048717021942139
264,0411_a,0.006297696847468615,0.22216297686100006,0.006304213124256843,0.9833822250366211
265,0488_a,0.00894326251000166,0.7872960567474365,0.008947780447760505,0.9149565100669861
266,0674_a,0.014855662360787392,66903955472384.0,0.014855928938187905,0.6446094512939453
267,0609_a,0.0008899390231817961,0.03598630055785179,0.0009140599867210869,0.9994714260101318
268,0298_a,0.007375040091574192,0.2772412598133087,0.007379757149837214,0.975875735282898
269,0597_a,0.0017944094724953175,0.10587954521179199,0.0018194122776185788,0.9968680739402771
270,0139_a,0.007080069277435541,0.25243455171585083,0.007089381128152138,0.9791784882545471
271,1073_a,0.0026922065299004316,0.19212064146995544,0.0027131303532686468,0.9916747808456421
272,0971_a,0.0070252250880002975,0.4508054852485657,0.007028869302029673,0.9572923183441162
273,0177_b,0.0015349644236266613,0.08879636228084564,0.0015619282059244465,0.9977078437805176
274,0779_a,0.015854116529226303,0.25948843359947205,0.015864294485916856,0.9591284394264221
275,0769_a,0.002043681452050805,0.13790090382099152,0.002070999900858487,0.9952639937400818
276,0218_a,0.008909975178539753,0.1599418818950653,0.00892275915656954,0.9859851598739624
277,1084_a,0.014726460911333561,66322083872768.0,0.014726863469550641,0.6486061811447144
278,0271_a,0.000799075118266046,0.016786454245448112,0.0009419312490232621,0.9998319745063782
279,0166_a,0.014903683215379715,67120222175232.0,0.014903683899007036,0.642966628074646
280,0856_a,0.006155901122838259,0.23396998643875122,0.006163788266753852,0.9822074174880981
281,0712_a,0.0031178153585642576,0.15510904788970947,0.0031346730772102067,0.9909603595733643
282,0053_a,0.00517033226788044,0.5305197238922119,0.005170353551983118,0.9627398252487183
283,0213_b,0.0051361434161663055,0.5357702970504761,0.005137346793283984,0.9628553986549377
284,0005_a,0.003726138034835458,0.12398204952478409,0.007833638501954907,0.9867865443229675
285,0723_a,0.0006615410675294697,0.016986148431897163,0.0007196345601815082,0.9998490810394287
286,0549_a,0.0003756930527742952,0.014432970434427261,0.0004223515143636959,0.9999029636383057
287,1129_a,0.003963546361774206,0.08825479447841644,0.004046686346154097,0.9960269927978516
288,0291_a,0.0022874397691339254,0.08468098938465118,0.002308652590853347,0.9972889423370361
289,0683_a,0.005308817140758038,0.5604720115661621,0.005309293954977517,0.9602147340774536
290,0997_a,0.002503980416804552,0.07325692474842072,0.0025310997861351255,0.9977617263793945
291,0883_a,0.001863187411800027,0.06750114262104034,0.001873249723595866,0.9980692267417908
292,1019_a,0.0038456707261502743,0.10912247747182846,0.0038513556050133397,0.9943571090698242
293,0682_a,0.023435048758983612,1.7635546922683716,0.031500555094939785,0.7390775680541992
294,0467_a,0.0009289289591833949,0.06089062988758087,0.0009852069602959107,0.9989397525787354
295,0089_a,0.002807361539453268,0.11175055801868439,0.0028125669744894144,0.9956383109092712
296,0559_a,0.001236549811437726,0.06586895883083344,0.0012791761799961093,0.998461902141571
297,0676_a,0.0009965309873223305,0.0633513405919075,0.0010468778725945137,0.9988418221473694
298,0566_a,0.0019884868524968624,0.10646627843379974,0.0020082830077560883,0.9965637922286987
299,0339_a,0.01757653057575226,1.1697049140930176,0.018120555661652046,0.8168842792510986
300,0523_b,0.018362566828727722,1.0435582399368286,0.025205475860585004,0.8240665197372437
301,0047_a,0.0002653150004334748,0.010621404275298119,0.0003346663174555079,0.9999427795410156
302,0805_a,0.005532907322049141,0.2193828523159027,0.0055440371554098065,0.9784775972366333
303,1081_a,0.0020050094462931156,0.1035122275352478,0.0020240444977820357,0.9966602325439453
304,0668_a,0.009236986748874187,0.45607638359069824,0.009239546818800052,0.94910728931427
305,0429_a,0.0006627067923545837,0.02027874067425728,0.0007052248274948273,0.99980229139328
306,0345_a,0.0062902746722102165,0.27780935168266296,0.006299753095758995,0.9771947264671326
307,0485_a,0.0006959286984056234,0.04483158141374588,0.0006995755286130841,0.9994283318519592
308,0654_a,0.001325227553024888,0.07597324252128601,0.0013660737966044163,0.9980425238609314
309,0455_a,0.17236219346523285,5.8991923332214355,0.18690728839967857,0.2917481064796448
310,0434_a,0.003114377846941352,0.08386936783790588,0.0031340306409553586,0.9970921874046326
311,0824_b,0.01064286008477211,0.5168542861938477,0.010644782338440113,0.9370073080062866
312,0727_a,0.0004713309172075242,0.014226507395505905,0.0005234176510319558,0.9998956918716431
313,0986_b,0.004894840531051159,0.20669445395469666,0.004897619127039254,0.9865185022354126
314,0656_a,0.0001602834090590477,0.00595116475597024,0.00024753561398705375,0.9999722242355347
315,0009_b,0.0010175106581300497,0.03827705234289169,0.001056176760250089,0.999392569065094
316,0824_a,0.003076806664466858,0.12409871816635132,0.0030829056010553534,0.9946838021278381
317,0105_a,0.009406940080225468,0.4941564202308655,0.00941004167779372,0.9436154365539551
318,0412_a,0.016723811626434326,0.531643271446228,0.016724149668148093,0.8258126974105835
319,1142_a,0.012893429026007652,0.2971874475479126,0.012894812652392782,0.9482825994491577
